train_name,display_name,classification_accuracy,cosine_silhouette,mean_intra_class_cosine_distance,mean_centroid_angle_deg,minimum_centroid_angle_deg,nearest_centroid_accuracy,class_6_7_centroid_angle_deg
ce_only_p4,CE-only,0.008595205117995037,0.11025587350706918,0.03437516629758509,0.5429201824129821,5.7548755267753435,0.005789681179759834,6.903250540643128
arc_only_p4,ArcFace-only,0.005209880722517279,0.02967390150939313,0.010972943960791669,0.3732986087230181,1.3351136567381026,0.003879564461142949,3.3637103141378017
arcbase_p4,CE+ArcFace (60:40),0.0037321001364608894,0.008279151660051477,0.0023522807785371805,0.2284667120102996,1.5659926319393969,0.003833259389999637,1.2951868354678184
ce20arc80_p4,CE+ArcFace (20:80),0.001277753129999887,0.011523690179989958,0.00459310257007186,0.3951430212870988,1.1288894752287766,0.0010832679205787896,2.017398960908644
