train_name,display_name,classification_accuracy,cosine_silhouette,mean_intra_class_cosine_distance,mean_centroid_angle_deg,minimum_centroid_angle_deg,nearest_centroid_accuracy,class_6_7_centroid_angle_deg
ce_only_p4,CE-only,0.9861428571428572,0.900688519747337,0.02988349016550184,82.44627521483201,72.31978202795233,0.9879999999999999,75.44322780769696
arc_only_p4,ArcFace-only,0.989857142857143,0.9373072082961977,0.02305616958837022,91.141639228483,81.65618656049907,0.9907142857142857,91.11419615838642
arcbase_p4,CE+ArcFace (60:40),0.9897142857142857,0.9663379657769855,0.010220630379593601,88.1801079021971,83.52645839480189,0.9897142857142857,87.98737482705448
ce20arc80_p4,CE+ArcFace (20:80),0.9901428571428571,0.9599634278929312,0.013483678531947393,89.98444004837306,83.72238902391214,0.9904285714285714,88.97382850468678
